ID,Title,Content,Excerpt,Date,"Post Type",Permalink,_catalog,_crosssell_skus,_elementor_edit_mode,_elementor_template_type,_elementor_version,_et_additional_block,_et_primary_category,_et_product_slider,_et_product_view_color,_et_product_view_hover,_et_sale_counter,_et_single_layout,_et_single_thumbnail_hover,_file_path,_file_paths,_fixed_price_rules,_has_multi_selling,_heateor_sss_meta,_is_multi_parent,_la-digue_price,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_la-digue_sale_price_dates,_la-digue_sale_price_dates_from,_la-digue_sale_price_dates_to,_mahe_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_mahe_sale_price_dates,_mahe_sale_price_dates_from,_mahe_sale_price_dates_to,_max_variation_price,_max_variation_regular_price,_max_variation_sale_price,_min_variation_price,_min_variation_regular_price,_min_variation_sale_price,_praslin_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,_praslin_sale_price_dates,_praslin_sale_price_dates_from,_praslin_sale_price_dates_to,_product_video_autoplay,_product_video_code,_product_video_gallery,_sale_price_time_end,_sale_price_time_start,_tiered_price_rules_type,_upsell_skus,_wcfm_new_product_notified,_wcfm_product_approved_notified,_wcfm_product_author,_wcfm_product_views,_wcfmmp_commission,_wcfmmp_processing_time,_woo_uom_input,_wp_old_date,_wp_old_slug,_wp_page_template,_wp_trash_meta_status,_wp_trash_meta_time,108,1147,1334,1560,236,25,469.57,9.57,disable_add_to_cart,disable_price,manually,onesignal_meta_box_present,onesignal_modify_title_and_content,onesignal_notification_custom_content,onesignal_notification_custom_heading,onesignal_send_notification,price1,price2,rs_page_bg_color,wcfm_policy_product_options,Brands,"Product Type","Product Visibility","Product categories","Product tags","Product shipping classes","Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date","Attribute Name (Packages)","Attribute Value (Packages)","Attribute In Variations (Packages)","Attribute Is Visible (Packages)","Attribute Is Taxonomy (Packages)","Attribute Position (Packages)",Visibility,"Stock Status",Downloadable,Virtual,"Regular Price","Sale Price","Purchase Note",Featured,Weight,Length,Width,Height,SKU,"Sale Price Dates From","Sale Price Dates To",Price,"Sold IndivIDually","Manage Stock",Stock,Up-Sells,Cross-Sells,"Downloadable Files","Download Limit","Download Expiry","Product URL","Button Text",Backorders,"Tax Status","Tax Class","Default Attributes","Total Sales","Product Version","Variation Description","WC Rating Count","WC Review Count","WC Average Rating","Downloadable File Name"
5105,"DEO HUDDLE 1(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-1m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-1m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0211,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5107,"DEO HUDDLE 2(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-2m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-2m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0212,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5109,"DEO HUDDLE 3(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-3m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-3m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0213,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5111,"DEO HUDDLE 4(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-4m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-4m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0214,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5113,"DEO HUDDLE 5(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-5m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-5m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0215,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5115,"DEO HUDDLE 6(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-6m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-6m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0216,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5117,"DEO HUDDLE 20(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-20m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-20m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0217,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5119,"DEO HUDDLE 21(M) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-21m-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-21m-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0218,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5121,"DEO HUDDLE 7(F) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-7f-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,50,manually,469.57,,default,,,50,manually,108,,default,,,,,,,,,50,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-7f-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,50,,,no,,,,,AMCRE0219,,,50,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5123,"DEO HUDDLE 10(F) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-10f-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-10f-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0222,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5125,"DEO HUDDLE 11(F) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-11f-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-11f-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0223,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5127,"DEO HUDDLE 12(F) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-12f-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-12f-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0224,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5129,"DEO HUDDLE 13(F) MARYAJ 150 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-huddle-13f-maryaj-150-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-huddle-13f-maryaj-150-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,AMCRE0225,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5131,"GIFT PACK AFTER DARK (M) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-after-dark-m-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,220,manually,469.57,,default,,,220,manually,108,,default,,,,,,,,,220,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-after-dark-m-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,220,,,no,,,,,AMCRE0380,,,220,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5133,"GIFT PACK REUNION (M) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-reunion-m-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,200,manually,469.57,,default,,,200,manually,108,,default,,,,,,,,,200,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-reunion-m-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,200,,,no,,,,,AMCRE0384,,,200,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5135,"GIFT PACK M (F) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-m-f-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,180,manually,469.57,,default,,,180,manually,108,,default,,,,,,,,,180,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-m-f-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,180,,,no,,,,,AMCRE0385,,,180,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5137,"GIFT PACK ELEMENTS(F) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-elementsf-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,240,manually,469.57,,default,,,240,manually,108,,default,,,,,,,,,240,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-elementsf-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,240,,,no,,,,,AMCRE0386,,,240,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5139,"GIFT PACK MAVEN(F) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-mavenf-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,240,manually,469.57,,default,,,240,manually,108,,default,,,,,,,,,240,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-mavenf-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,240,,,no,,,,,AMCRE0387,,,240,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5141,"GIFT PACK RAMONA(F) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-ramonaf-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,180,manually,469.57,,default,,,180,manually,108,,default,,,,,,,,,180,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-ramonaf-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,180,,,no,,,,,AMCRE0388,,,180,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5143,"GIFT PACK M WHITE FEMALE MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-m-white-female-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,180,manually,469.57,,default,,,180,manually,108,,default,,,,,,,,,180,manually,135,,default,,,,,,,,,[],,,,4,,,,1970-01-01,gift-pack-m-whitef-maryaj-edp-deo,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-m-white-female-maryaj-edp-deo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,180,,,no,,,,,AMCRE0389,,,180,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5145,"GIFT PACK TRIPLE TREAT(F) MARYAJ (EDP & DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/gift-pack-triple-treatf-maryaj-edp-deo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,300,manually,469.57,,default,,,300,manually,108,,default,,,,,,,,,300,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,gift-pack-triple-treatf-maryaj-edp-deo,,,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,300,,,no,,,,,AMCRE0390,,,300,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5146,"KASTURI METHI MDH 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/kasturi-methi-mdh-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,490,manually,469.57,,default,,,490,manually,108,,default,,,,,,,,,490,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,kasturi-methi-mdh,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MDH,simple,visible,"Grocery &amp; Food Cupboard","KASTURI,METHI",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,kasturi-methi-mdh-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,490,,,no,,,,,DRMTH0003,,,490,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5148,"POWDER CHILLI MDH 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/powder-chilli-mdh-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,225,manually,469.57,,default,,,225,manually,108,,default,,,,,,,,,225,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,powder-chilli-mdh,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MDH,simple,visible,"Grocery &amp; Food Cupboard","CHILLI,POWDER",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,powder-chilli-mdh-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,225,,,no,,,,,DRPOW0335,,,225,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5150,"POWDER CHILLI MDH 200 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/powder-chilli-mdh-200-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,26,manually,469.57,,default,,,26,manually,108,,default,,,,,,,,,26,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MDH,simple,visible,"Grocery &amp; Food Cupboard","CHILLI,POWDER",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,powder-chilli-mdh-200-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,26,,,no,,,,,DRPOW0338,,,26,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5152,"SAUCE CHILLI MINNIES 250 X 7 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/sauce-chilli-minnies-250-x-7-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,"{""sharing"":0,""vertical_sharing"":0}",,112.5,manually,469.57,,default,,,112.5,manually,108,,default,,,,,,,,,112.5,manually,135,,default,,,,,,,,,[],,,,1,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,1970-01-01,sauce-chilli-minnies-7-gm,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MINNIES,simple,visible,"Grocery &amp; Food Cupboard","CHILLI,SAUCE",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,sauce-chilli-minnies-250-x-7-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,112.5,,,no,,,,,DRSAU0396,,,112.5,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5154,"CHEESE GRANA PADANO DOP GALBANI (1 KG - 2 KG)",,,"March 26, 2021",product,https://shop.ewdc.in/product/cheese-grana-padano-dop-galbani-1-kg-2-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,495,manually,469.57,,default,,,495,manually,108,,default,,,,,,,,,495,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,PRESIDENT,simple,visible,"Dairy Products","CHEESE,PROCESSED,SPREAD",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,cheese-grana-padano-dop-galbani-1-kg-2-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,495,,,no,,,,,CHCHE0366,,,495,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5157,"BUTTER UNSALTED PRESIDENT 200 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/butter-unsalted-president-200-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,30,manually,469.57,,default,,,30,manually,108,,default,,,,,,,,,30,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,butter-unsalted-president-200-gm-2,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,PRESIDENT,simple,visible,"Dairy Products","BUTTER,UNSALTED",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,butter-unsalted-president-200-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,30,,,no,,,,,CHBUT0026,,,30,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5159,"BUTTER PORTION UNSALTED PRESIDENT 8 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/butter-portion-unsalted-president-8-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,40,manually,469.57,,default,,,40,manually,108,,default,,,,,,,,,40,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,PRESIDENT,simple,visible,"Frozen Foods","BUTTER,PORTION",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,butter-portion-unsalted-president-8-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,40,,,no,,,,,CHBUT0084,,,40,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
